age,position,games_played,games_started,minutes,rebounds,assists,steals,blocks,turnovers,fouls,points,trip_dbl,all_star
26,SG,6,0,63,5,4,2,0,1,4,17,0,0
27,SF,49,8,1016,119,51,29,16,36,61,339,0,0
28,SG,12,0,103,12,4,1,0,0,14,19,0,0
23,PG,56,12,1087,108,112,42,3,55,116,481,0,0
24,SG,81,9,1971,244,244,89,4,89,177,856,0,0
25,PG,38,9,656,72,77,29,1,56,55,237,0,0
26,PG,71,0,1289,138,151,71,3,81,145,534,0,0
26,PG,49,0,913,90,93,40,2,56,103,399,0,0
26,PG,22,0,376,48,58,31,1,25,42,135,0,0
27,PG,51,17,675,87,68,19,5,34,81,202,0,0
27,PG,24,0,265,26,19,6,2,16,34,88,0,0
27,PG,27,17,410,61,49,13,3,18,47,114,0,0
28,SG,12,0,177,22,24,11,4,10,20,51,0,0
29,PG,61,18,1262,143,157,70,5,64,131,531,0,0
30,PG,24,0,394,61,56,18,5,21,50,117,0,0
26,PG,24,0,292,20,51,20,2,29,30,121,0,0
19,PF,38,19,754,118,19,20,8,35,80,243,0,0
20,PF,28,2,375,68,19,12,2,16,45,112,0,0
24,SG,10,0,125,18,10,6,2,2,13,34,0,0
21,PG,2,0,3,1,0,0,0,1,1,2,0,0
22,SG,6,0,51,17,5,2,0,0,2,19,0,0
23,SG,29,0,412,55,63,14,6,27,45,168,0,0
24,SG,17,0,330,70,23,9,10,13,29,121,0,0
25,SG,16,1,75,8,5,2,0,5,6,28,0,0
25,SG,6,0,13,3,1,0,0,0,1,6,0,0
25,SG,10,1,62,5,4,2,0,5,5,22,0,0
24,PG,34,0,441,32,52,12,4,31,61,118,0,0
25,PG,72,5,1293,103,162,41,1,66,79,420,0,0
26,PG,48,41,1305,69,185,32,3,68,99,302,0,0
27,PG,61,0,774,72,101,32,2,33,49,210,0,0
28,PG,13,0,79,13,11,2,0,3,2,19,0,0
29,PG,15,0,78,6,13,4,0,8,1,12,0,0
22,PG,55,1,728,103,111,29,3,73,87,246,0,0
23,PG,80,2,1442,171,241,48,8,126,131,635,0,0
24,PG,70,5,1234,142,204,50,10,117,125,523,1,0
24,PG,48,2,856,86,149,36,6,96,90,353,0,0
24,PG,22,3,378,56,55,14,4,21,35,170,1,0
25,PG,66,28,1752,168,351,85,10,157,166,775,0,0
26,PG,77,77,2581,238,569,124,26,212,214,1134,0,0
27,SG,76,75,2668,245,447,104,22,213,206,1542,0,0
28,"PG,SG",78,78,2640,274,350,78,15,173,195,1275,0,0
28,SG,52,52,1735,185,211,50,9,114,120,843,0,0
28,PG,26,26,905,89,139,28,6,59,75,432,0,0
29,PG,72,72,2363,277,419,71,17,185,188,1018,0,0
30,PG,73,73,2459,279,423,89,13,212,199,1483,0,0
31,PG,75,75,2378,306,359,63,12,166,180,1296,0,1
32,PG,36,22,991,111,174,30,5,71,81,494,1,0
33,PG,59,3,1663,187,301,40,10,144,124,953,0,0
34,PG,18,6,472,54,93,9,2,54,48,259,0,0
24,PG,12,1,219,15,45,6,0,25,13,46,0,0
27,PG,10,0,70,3,10,0,0,3,6,17,0,0
27,PG,3,0,15,1,2,0,0,1,2,2,0,0
27,PG,7,0,55,2,8,0,0,2,4,15,0,0
23,SG,15,0,132,22,6,3,2,6,10,36,0,0
26,C,64,12,1174,219,51,20,31,51,109,437,0,0
27,C,82,69,1984,320,86,48,38,65,180,771,0,0
28,C,61,14,949,196,39,22,24,48,85,382,0,0
29,C,71,1,1435,238,49,42,24,78,138,597,0,0
19,C,60,10,1243,457,30,59,95,57,144,476,0,0
20,C,81,81,2619,1071,35,101,131,110,273,1095,0,0
21,C,82,82,2502,1104,55,73,153,120,285,1130,0,0
22,C,81,81,2666,1198,67,119,112,155,245,1314,0,1
23,C,81,81,2409,1115,90,124,89,152,237,1105,0,0
24,C,78,78,2625,1247,237,114,127,200,250,1171,0,1
25,C,79,79,2647,1232,112,136,138,175,272,1370,0,0
26,C,57,56,1879,864,152,109,93,203,201,1010,0,0
26,C,49,48,1654,775,138,97,82,174,176,870,0,0
26,C,8,8,225,89,14,12,11,29,25,140,0,0
27,C,25,25,722,337,64,40,29,81,69,437,0,0
22,PF,73,14,1384,286,81,55,10,50,128,422,0,0
23,SF,68,7,1155,205,56,57,8,43,105,372,0,0
23,SF,20,7,427,59,19,18,2,10,40,108,0,0
23,SF,48,0,728,146,37,39,6,33,65,264,0,0
24,SF,82,1,1991,281,115,81,16,68,162,674,0,0
25,SF,82,15,2140,318,108,87,20,77,139,867,0,0
26,SG,65,60,2020,301,112,49,19,72,107,823,0,0
27,SF,79,50,2170,245,203,75,8,101,128,861,0,0
28,SF,74,43,1729,160,104,41,10,56,146,511,0,0
29,SG,72,22,1717,220,130,72,11,62,113,518,0,0
30,PF,81,41,2098,286,170,75,18,80,190,638,0,0
31,PF,64,7,1362,225,121,42,16,73,154,434,0,0
32,PF,48,0,686,94,78,24,11,28,85,152,0,0
33,PF,59,25,1220,155,83,36,16,43,131,287,0,0
34,PF,45,1,364,52,28,15,3,8,41,68,0,0
35,PF,8,0,39,10,3,0,0,1,3,6,0,0
22,PG,82,73,2177,213,398,82,3,119,205,487,0,0
23,PG,74,38,2155,220,373,70,3,117,152,647,1,0
24,PG,78,30,1906,169,310,69,6,105,150,558,0,0
25,PG,66,18,1490,116,263,48,2,71,92,385,0,0
26,PG,79,78,2906,246,566,72,7,221,126,880,0,0
27,PG,67,59,2072,178,378,59,3,110,83,494,0,0
28,PG,51,5,774,52,118,16,2,61,30,125,0,0
29,PG,63,9,1226,102,151,35,9,81,71,237,0,0
30,PG,46,9,820,68,133,20,1,40,56,133,0,0
24,SF,1,0,24,4,1,1,0,0,2,6,0,0
22,SF,82,3,1305,214,106,53,19,86,120,466,0,0
23,SF,75,69,2336,442,220,68,13,143,169,877,0,0
24,SF,79,79,2570,435,203,79,26,132,198,1057,0,0
25,SF,81,68,2578,399,237,60,32,120,199,932,0,0
26,"PF,SG",82,49,2580,431,228,84,22,149,203,1049,0,0
26,PF,39,6,1051,187,117,38,12,71,83,446,0,0
26,SG,43,43,1529,244,111,46,10,78,120,603,0,0
27,SG,82,82,2953,424,288,86,31,190,208,1565,0,0
28,SG,18,14,495,68,44,12,9,38,36,271,0,0
29,SF,67,15,1486,236,103,38,15,72,105,666,0,0
30,SG,61,44,1683,276,105,40,30,69,107,682,0,0
31,SF,55,3,1445,204,117,28,8,58,87,677,0,0
32,SF,75,3,1943,291,145,39,35,90,135,785,0,0
33,SF,82,61,2584,345,186,64,46,108,163,929,0,0
34,SF,63,63,1838,248,114,39,21,60,123,595,0,0
35,SF,31,30,703,83,39,14,10,26,66,222,0,0
36,SF,53,2,841,115,50,15,7,28,67,275,0,0
36,SF,23,2,366,47,20,6,2,14,32,106,0,0
36,SF,30,0,475,68,30,9,5,14,35,169,0,0
21,PF,82,82,3204,977,224,55,206,279,254,1731,0,1
22,PF,50,50,1963,571,121,45,126,146,147,1084,0,0
23,PF,74,74,2875,918,234,66,165,242,210,1716,1,1
24,PF,82,82,3174,997,245,70,192,242,247,1820,0,1
25,PF,82,82,3329,1042,307,61,203,263,217,2089,0,1
26,PF,81,81,3181,1043,316,55,237,248,231,1884,1,1
27,PF,69,68,2527,859,213,62,185,183,164,1538,0,1
28,PF,66,66,2203,732,179,45,174,127,144,1342,0,1
29,PF,80,80,2784,881,253,70,162,198,219,1485,0,1
30,C,80,80,2726,846,273,66,190,224,203,1599,0,1
31,C,78,78,2651,881,218,56,152,178,185,1508,0,1
32,C,75,75,2524,800,264,38,126,165,173,1450,0,1
33,C,78,77,2438,788,246,45,117,140,152,1395,0,1
34,C,76,76,2156,678,203,50,146,122,119,1022,1,1
35,C,58,58,1634,520,132,38,88,97,98,895,0,0
36,C,69,69,2078,686,184,50,183,147,117,1227,0,1
37,C,74,74,2158,721,220,43,139,159,134,1119,0,0
38,C,77,77,2227,704,230,63,151,131,165,1070,1,1
39,C,61,60,1536,447,163,47,78,90,125,522,0,0
22,PG,78,7,1333,166,188,78,36,89,178,293,0,0
23,PG,52,43,1525,221,310,104,27,150,174,699,0,0
24,PG,46,44,1389,187,277,68,21,104,166,519,0,0
25,PG,51,32,1269,186,173,101,17,68,158,373,0,0
23,SF,47,8,893,167,55,32,18,51,134,292,0,0
24,SF,47,0,472,95,24,7,10,22,60,152,0,0
25,SF,36,0,265,49,14,12,0,14,44,80,0,0
26,SF,19,0,94,17,5,5,1,3,12,25,0,0
27,SF,5,0,21,8,1,1,0,0,0,4,0,0
27,SF,1,0,3,0,0,0,0,0,0,0,0,0
27,SF,4,0,18,8,1,1,0,0,0,4,0,0
30,SF,3,0,13,3,1,0,0,0,2,2,0,0
20,PG,3,0,6,1,2,0,0,0,0,5,0,0
24,PG,9,1,180,19,18,11,2,20,19,67,0,0
23,SF,39,7,647,97,36,24,12,40,57,210,0,0
24,SF,17,2,154,26,6,2,3,9,16,31,0,0
19,SG,80,80,2768,348,192,78,75,232,122,1624,0,0
20,SF,74,74,2885,482,205,96,53,225,134,1871,0,0
21,SF,82,82,3239,623,231,112,84,271,171,2472,0,1
22,SF,78,78,3038,533,214,88,76,218,159,2161,0,1
23,SF,66,66,2546,527,231,88,77,248,133,1850,0,1
24,SF,81,81,3119,640,374,116,105,280,143,2280,3,1
25,SF,81,81,3122,598,445,103,59,285,174,2593,3,1
26,SF,27,27,913,178,110,24,25,74,40,686,0,1
27,SF,72,72,2578,589,361,69,85,250,137,2029,1,1
28,PF,62,62,2070,513,300,66,99,138,117,1555,1,1
29,SF,68,68,2325,464,366,50,119,207,133,1792,2,1
30,SF,78,78,2702,497,457,58,84,225,155,2027,2,1
32,PF,19,18,679,139,100,14,27,67,43,551,0,1
21,SG,20,0,118,27,2,4,5,6,7,62,0,0
22,SG,24,12,396,54,12,11,6,18,26,97,0,0
23,SF,19,3,197,41,10,3,1,11,23,65,0,0
19,SF,17,0,32,3,3,0,4,3,6,13,0,0
20,SG,2,0,54,16,1,1,1,3,7,27,0,0
24,SF,26,0,147,23,5,5,1,1,5,63,0,0
25,SF,5,0,62,7,0,1,0,1,1,24,0,0
26,SF,3,0,9,1,0,1,0,0,0,0,0,0
26,SF,2,0,6,1,0,1,0,0,0,0,0,0
26,SF,1,0,3,0,0,0,0,0,0,0,0,0
19,SG,33,16,947,128,86,25,13,57,48,472,0,0
22,PG,80,60,2481,201,491,89,3,192,203,860,0,0
23,PG,70,20,1376,113,226,60,2,112,98,485,0,0
24,PG,52,7,623,55,139,51,1,66,69,277,0,0
27,PG,24,0,263,24,54,17,0,25,17,106,0,0
21,SG,37,0,351,47,24,12,4,15,34,121,0,0
22,SG,14,1,147,14,6,4,1,2,16,76,0,0
25,C,10,0,110,25,3,3,4,2,19,27,0,0
23,C,25,1,139,19,3,3,4,8,12,29,0,0
24,C,40,4,296,48,5,3,15,12,76,70,0,0
26,SF,2,0,12,2,0,0,0,1,1,2,0,0
22,SF,2,0,16,2,0,0,0,0,0,3,0,0
21,PG,50,14,936,81,145,48,2,54,99,314,0,0
20,SF,13,0,105,14,3,4,3,3,18,39,0,0
24,PF,39,0,351,92,8,9,4,26,61,125,0,0
25,PF,33,0,281,78,9,5,5,14,48,101,0,0
25,PF,29,0,273,76,9,5,5,14,46,101,0,0
25,PF,4,0,8,2,0,0,0,0,2,0,0,0
26,PF,29,1,152,34,3,2,6,10,16,54,0,0
29,C,42,31,732,179,11,22,12,45,129,230,0,0
20,PF,19,2,146,41,7,1,1,14,6,60,0,0
21,PF,38,0,329,81,20,5,0,18,22,151,0,0
22,PF,19,0,259,66,16,7,2,9,27,114,0,0
22,PF,2,0,25,9,1,0,0,0,2,12,0,0
22,PF,17,0,234,57,15,7,2,9,25,102,0,0
23,C,5,0,15,6,1,0,0,0,1,2,0,0
22,SG,76,1,1384,159,74,20,5,74,72,505,0,0
23,SG,62,8,1181,108,72,28,3,53,85,410,0,0
24,SG,51,4,973,99,33,26,10,26,56,311,0,0
25,SG,78,21,1661,166,104,45,3,57,81,614,0,0
25,SG,40,4,676,52,42,16,1,24,38,218,0,0
25,SG,38,17,985,114,62,29,2,33,43,396,0,0
26,SG,45,1,393,43,19,16,2,11,33,145,0,0
27,SG,65,36,1675,210,105,33,2,50,77,650,0,0
28,SG,76,41,1615,174,83,48,5,45,82,586,0,0
29,SG,62,13,1500,132,70,35,4,30,70,648,0,0
30,SG,77,2,2041,218,79,53,8,52,94,864,0,0
31,SG,53,38,1297,107,72,54,6,40,92,545,0,0
31,SG,25,12,533,47,29,24,3,14,40,209,0,0
31,SG,28,26,764,60,43,30,3,26,52,336,0,0
32,SG,36,1,558,65,44,13,4,18,41,183,0,0
33,SG,24,21,549,43,35,9,5,17,37,243,0,0
20,SG,49,3,886,105,78,32,11,58,69,334,0,0
21,SG,77,53,2638,243,319,132,21,221,210,1272,0,0
22,SG,81,72,3071,404,315,124,27,173,195,1636,0,0
23,SG,25,25,892,108,93,39,8,67,67,474,0,0
24,SG,64,64,2647,257,340,143,25,244,189,1631,0,0
25,SG,80,80,3227,281,450,168,23,252,203,1929,0,0
26,SG,58,58,2120,200,346,85,18,177,136,1181,0,0
26,SG,37,37,1365,127,223,56,12,123,84,811,0,0
26,SG,21,21,755,73,123,29,6,54,52,370,0,0
27,SG,82,82,3076,316,496,169,36,254,164,1577,0,0
28,SG,82,82,3023,295,471,141,23,264,197,1560,0,0
29,SG,80,80,2699,190,329,148,25,198,197,1513,0,0
30,SG,81,81,2734,271,383,150,37,203,174,1121,0,0
31,SG,74,33,1998,204,236,78,27,135,149,630,0,0
27,C,62,14,875,203,32,35,39,35,145,218,0,0
28,C,67,11,939,201,34,34,41,40,129,248,0,0
29,C,72,54,1579,339,47,54,45,65,211,352,0,0
30,C,70,41,1332,336,55,31,59,86,184,350,0,0
31,C,63,5,813,200,24,15,20,47,96,210,0,0
31,C,41,3,534,135,16,9,14,30,62,144,0,0
31,C,22,2,279,65,8,6,6,17,34,66,0,0
32,C,59,23,977,229,32,36,36,48,144,200,0,0
33,C,12,0,66,14,2,1,0,1,7,12,0,0
33,C,11,0,62,13,2,1,0,1,7,10,0,0
33,C,1,0,4,1,0,0,0,0,0,2,0,0
34,C,62,1,610,115,33,21,14,32,84,134,0,0
35,C,5,0,16,1,1,1,1,1,0,2,0,0
24,C,52,7,802,174,15,10,32,50,95,236,0,0
25,PF,42,2,510,101,22,9,17,20,68,157,0,0
26,PF,79,17,1649,326,76,32,69,115,199,576,0,0
27,PF,57,22,1348,277,76,29,44,100,160,560,0,0
28,"C,PF",30,0,309,53,18,6,8,28,51,89,0,0
28,PF,24,0,244,39,14,2,6,23,39,70,0,0
28,C,6,0,65,14,4,4,2,5,12,19,0,0
29,C,52,1,621,145,22,7,18,42,79,202,0,0
30,C,31,4,373,64,18,2,9,23,58,97,0,0
32,C,30,2,366,74,14,4,11,14,50,69,0,0
35,C,2,0,27,1,0,0,1,0,5,6,0,0
22,SG,8,0,28,2,0,0,0,1,4,7,0,0
29,SF,6,0,45,6,1,2,1,2,2,13,0,0
24,SG,41,0,407,37,26,16,3,19,46,119,0,0
22,C,31,31,786,243,66,27,76,117,112,627,0,0
23,C,63,63,1912,690,199,40,111,234,209,1445,0,1
24,C,64,64,2154,871,234,46,122,226,211,1761,2,1
25,C,51,51,1506,593,152,45,65,159,174,1172,0,1
26,C,27,27,883,303,84,35,36,89,67,799,0,1
20,PG,33,1,411,35,73,18,5,42,36,121,0,0
20,PG,8,0,58,7,14,0,2,8,3,22,0,0
20,PG,25,1,353,28,59,18,3,34,33,99,0,0
21,PG,46,7,654,75,95,25,1,46,64,206,0,0
22,PG,53,2,588,45,86,25,2,45,58,228,0,0
22,PG,31,0,196,19,34,6,0,24,29,58,0,0
22,PG,22,2,392,26,52,19,2,21,29,170,0,0
23,PG,54,11,683,95,105,30,10,38,75,224,0,0
24,SF,62,3,1051,176,48,25,17,39,89,312,0,0
25,SF,22,5,329,42,21,16,5,19,28,159,0,0
25,SF,3,0,7,0,1,0,0,0,1,0,0,0
25,SF,10,0,40,7,2,4,2,2,1,16,0,0
25,SF,9,5,282,35,18,12,3,17,26,143,0,0
26,SF,64,28,1501,259,64,46,19,59,165,429,0,0
27,SF,72,22,1604,224,71,47,18,56,134,512,0,0
27,SF,45,14,1053,157,49,32,12,38,81,310,0,0
27,SF,27,8,551,67,22,15,6,18,53,202,0,0
28,SF,58,27,1230,182,41,41,23,34,150,389,0,0
28,SF,40,25,949,117,27,38,16,23,111,294,0,0
28,SF,18,2,281,65,14,3,7,11,39,95,0,0
29,"SF,SG",69,18,1265,245,63,35,22,58,137,454,0,0
29,SF,49,0,776,150,41,23,14,31,85,285,0,0
29,SG,20,18,489,95,22,12,8,27,52,169,0,0
30,SF,24,23,514,93,32,20,6,21,53,174,0,0
24,C,41,8,595,118,20,15,24,34,104,163,0,0
24,C,37,7,531,107,19,13,21,32,92,150,0,0
24,C,4,1,64,11,1,2,3,2,12,13,0,0
25,C,28,9,333,72,9,10,5,16,60,99,0,0
26,PG,30,0,282,16,23,7,0,39,27,116,0,0
24,C,31,5,373,108,21,8,21,21,84,91,0,0
25,C,74,51,1331,366,40,41,58,53,220,251,0,0
26,C,31,6,299,98,9,10,9,16,60,62,0,0
27,C,17,3,135,29,6,10,7,6,35,17,0,0
21,PF,23,0,113,34,7,2,5,8,11,41,0,0
22,C,22,3,272,85,15,5,17,21,37,107,0,0
23,C,12,0,148,39,5,1,15,6,14,46,0,0
21,SG,30,1,204,25,23,5,3,11,28,40,0,0
22,SG,29,1,418,41,31,11,12,25,41,128,0,0
22,SG,27,1,414,41,31,11,12,25,41,128,0,0
22,SG,2,0,4,0,0,0,0,0,0,0,0,0
23,SF,14,0,59,8,7,1,2,2,6,20,0,0
24,SF,72,1,893,137,55,29,13,38,101,321,0,0
24,SF,44,0,561,85,31,22,8,24,57,206,0,0
24,SF,28,1,332,52,24,7,5,14,44,115,0,0
25,SF,16,0,145,19,15,5,3,2,8,34,0,0
25,SF,11,0,121,17,14,3,3,2,7,30,0,0
25,SF,5,0,24,2,1,2,0,0,1,4,0,0
21,PG,48,4,778,84,100,36,6,44,97,231,0,0
22,PG,8,0,65,12,10,3,0,6,8,6,0,0
22,PG,7,0,64,12,10,3,0,6,8,6,0,0
22,PG,1,0,1,0,0,0,0,0,0,0,0,0
23,SF,49,3,463,97,24,17,17,19,50,178,0,0
24,SF,29,0,217,50,13,6,24,5,23,62,0,0
25,PF,37,0,215,58,11,8,13,8,30,75,0,0
26,SF,66,4,1209,310,44,42,46,40,139,401,0,0
27,SF,38,0,266,71,13,11,12,5,29,90,0,0
28,SF,30,2,251,54,2,6,9,7,19,71,0,0
30,SF,1,0,5,1,0,0,0,1,1,2,0,0
23,SG,10,0,45,4,4,0,0,2,9,21,0,0
26,SG,65,11,1233,201,45,37,8,34,104,416,0,0
27,SG,80,1,1139,163,60,41,15,39,122,403,0,0
28,SG,76,10,1732,221,74,38,14,57,126,638,0,0
29,SG,75,47,1720,218,81,46,10,40,142,664,0,0
29,SG,7,0,96,9,12,5,1,0,10,31,0,0
29,SG,68,47,1624,209,69,41,9,40,132,633,0,0
30,SF,80,25,1840,243,54,50,10,43,163,574,0,0
31,SF,79,5,1317,154,48,34,17,20,125,453,0,0
32,SF,73,24,1549,156,45,34,14,33,129,461,0,0
32,SF,47,12,837,84,30,16,5,15,74,210,0,0
32,SF,26,12,712,72,15,18,9,18,55,251,0,0
33,SF,24,0,343,24,9,14,0,10,36,117,0,0
22,PF,67,60,1365,445,34,38,11,52,173,212,0,0
23,PF,75,27,1280,408,33,54,10,65,176,217,0,0
24,PF,79,79,1881,736,58,58,15,104,202,387,0,0
25,PF,67,25,1393,502,38,40,10,85,166,377,0,0
25,PF,41,23,788,276,23,24,5,41,95,242,0,0
25,PF,26,2,605,226,15,16,5,44,71,135,0,0
26,PF,66,11,1127,460,45,42,16,95,144,325,0,0
27,PF,81,61,1879,611,65,86,8,108,213,425,0,0
28,PF,79,7,1137,361,26,41,8,69,161,262,0,0
29,PF,28,1,311,105,8,14,4,22,44,95,0,0
30,PF,30,18,798,345,38,29,6,39,89,132,0,0
31,PF,56,0,771,271,17,31,6,44,118,104,0,0
32,PF,80,56,1967,888,43,74,13,111,199,363,0,0
33,PF,54,20,899,334,21,37,3,58,119,214,0,0
33,PF,30,6,399,149,5,13,2,28,54,81,0,0
33,PF,24,14,500,185,16,24,1,30,65,133,0,0
34,PF,47,7,764,299,32,22,5,45,91,176,0,0
22,SG,66,5,971,85,84,37,6,57,86,252,0,0
23,PG,61,3,712,73,90,32,4,50,62,179,0,0
20,SG,72,72,2677,380,414,109,26,216,204,1450,1,0
21,SG,57,53,2107,275,319,85,30,184,143,1012,0,0
22,SG,63,61,2162,289,283,84,29,171,136,1037,0,0
23,SG,65,61,2016,287,229,90,27,128,133,987,0,0
24,SF,72,22,2028,341,363,84,21,175,155,1042,1,0
25,SG,79,76,2690,416,521,100,37,246,198,1313,1,0
26,SG,25,25,765,129,164,32,8,73,66,379,0,0
27,SF,40,6,788,137,124,35,9,61,60,411,0,0
27,SF,26,0,474,86,91,23,4,39,41,248,0,0
27,SF,14,6,314,51,33,12,5,22,19,163,0,0
28,PG,52,32,1607,265,269,57,17,117,96,1010,0,0
29,SG,69,18,1402,201,166,58,18,118,117,706,0,0
26,SF,7,0,19,2,2,0,1,1,1,3,0,0
21,SF,44,18,947,123,35,34,28,47,78,303,0,0
22,SF,7,0,102,14,5,3,5,3,7,17,0,0
22,SF,6,0,83,12,4,3,4,2,7,9,0,0
22,SF,1,0,19,2,1,0,1,1,0,8,0,0
19,PG,82,41,1817,131,198,41,14,118,147,393,0,0
21,PG,66,26,1228,132,111,21,12,80,146,412,0,0
22,PG,14,0,235,26,43,8,3,20,20,114,0,0
23,PG,42,1,664,68,110,14,5,52,69,288,0,0
24,SG,35,1,485,67,40,13,8,31,38,159,0,0
24,SG,11,0,83,12,7,1,2,10,8,24,0,0
24,SG,24,1,402,55,33,12,6,21,30,135,0,0
25,SG,6,3,116,17,13,4,2,7,9,23,0,0
23,C,78,41,1120,313,22,23,74,63,157,191,0,0
25,C,46,7,504,155,9,7,42,32,77,201,0,0
26,C,46,13,770,257,32,18,50,38,94,320,0,0
24,C,7,0,33,15,1,1,4,3,7,23,0,0
25,C,8,0,57,21,1,0,10,1,10,21,0,0
22,PF,46,39,1037,352,36,34,47,54,116,471,0,0
23,PF,80,80,2248,734,77,81,83,113,234,923,0,0
24,PF,80,77,2178,684,96,70,69,135,193,1096,0,0
25,PF,75,71,2086,668,89,62,57,118,211,946,0,0
26,PF,67,64,1694,581,79,32,60,91,169,835,0,0
27,PF,61,34,1296,462,55,43,40,59,124,587,0,0
28,PF,32,7,461,153,18,12,13,23,51,188,0,0
29,C,37,13,728,250,20,17,23,33,82,384,0,0
29,C,12,0,118,44,2,2,4,6,8,61,0,0
29,C,25,13,610,206,18,15,19,27,74,323,0,0
20,PG,72,2,1090,119,137,44,7,73,77,320,0,0
21,PG,82,0,1690,183,225,77,5,108,105,749,0,0
22,PG,65,0,1192,117,155,57,10,87,105,416,0,0
23,PG,82,0,1474,131,127,52,11,72,109,591,0,0
24,PG,73,18,1796,173,368,62,6,139,128,701,0,0
25,PG,39,5,831,61,129,24,2,68,49,406,0,0
27,PG,41,5,912,104,199,38,8,95,65,416,0,0
28,PG,36,0,529,42,67,20,5,32,52,167,0,0
29,PG,12,10,291,25,37,15,2,18,22,110,0,0
30,PG,2,0,35,3,9,2,0,3,1,12,0,0
25,SG,8,0,32,1,9,1,0,1,2,13,0,0
27,SG,3,0,54,6,2,0,0,4,6,13,0,0
28,C,27,2,169,32,5,10,4,9,23,67,0,0
30,PF,74,9,1199,295,74,66,16,82,167,465,0,0
25,C,37,8,488,128,16,14,27,41,74,164,0,0
22,PF,26,0,269,89,11,8,11,13,25,107,0,0
22,PF,4,0,9,3,0,0,0,0,0,4,0,0
22,PF,22,0,260,86,11,8,11,13,25,103,0,0
22,"C,PF",41,0,624,214,26,16,14,31,78,151,0,0
22,C,3,0,10,3,0,0,1,0,3,5,0,0
22,PF,38,0,614,211,26,16,13,31,75,146,0,0
23,PF,45,2,450,124,16,25,17,21,67,102,0,0
24,"C,PF",28,16,852,288,24,25,18,34,73,177,0,0
24,C,2,0,3,2,0,0,0,0,0,0,0,0
24,PF,26,16,849,286,24,25,18,34,73,177,0,0
25,C,81,17,2241,755,68,43,38,59,206,459,0,0
26,C,6,0,149,56,5,8,3,7,15,22,0,0
19,PF,78,27,1535,412,39,29,68,77,246,533,0,0
19,PF,56,23,1091,297,21,18,41,56,183,353,0,0
19,PF,22,4,444,115,18,11,27,21,63,180,0,0
20,PF,65,9,1376,425,43,38,65,103,145,570,0,0
21,PF,77,8,1787,546,75,67,130,129,247,727,0,0
22,PF,73,73,2201,637,91,75,108,129,236,970,0,0
23,PF,74,74,2280,607,112,60,123,121,210,1187,0,0
24,PF,62,59,1983,503,94,74,91,104,150,1016,0,0
25,PF,50,39,1186,305,56,45,40,60,103,476,0,0
26,C,77,77,2153,552,102,54,82,88,164,944,0,0
27,C,76,70,1766,560,89,56,106,84,163,897,0,0
28,C,51,49,1243,501,81,30,46,55,107,459,0,0
29,C,30,0,494,168,26,16,29,18,74,191,0,0
21,PG,42,0,386,41,58,18,7,30,38,166,0,0
22,PG,16,0,140,18,20,3,1,16,11,57,0,0
22,PG,14,0,134,14,20,3,1,15,11,55,0,0
22,PG,2,0,6,4,0,0,0,1,0,2,0,0
23,SG,7,0,38,6,4,0,0,4,4,19,0,0
23,C,31,4,321,102,26,6,13,13,31,105,0,0
24,C,66,0,1040,311,40,25,17,33,110,316,0,0
25,C,55,16,977,233,55,16,11,54,104,308,0,0
26,C,60,0,746,218,37,11,7,33,69,240,0,0
27,C,22,0,386,102,16,10,2,18,34,86,0,0
28,C,6,0,38,12,5,2,0,3,3,11,0,0
24,SF,12,0,82,13,2,2,3,8,13,18,0,0
26,SF,7,0,32,4,1,0,0,1,0,13,0,0
19,SG,61,12,763,47,19,24,10,11,83,189,0,0
20,SG,74,74,1931,141,72,40,16,47,231,513,0,0
21,SF,56,38,1257,74,51,27,17,31,155,220,0,0
22,SG,8,0,28,1,2,0,0,1,4,0,0,0
23,SG,78,4,1993,207,159,69,12,86,111,815,0,0
24,SG,62,2,1441,164,127,62,11,72,87,503,0,0
25,SG,78,3,1821,172,193,87,14,88,134,668,0,0
26,SG,31,1,710,65,75,31,3,40,37,268,0,0
21,C,56,13,713,198,49,18,17,42,107,240,0,0
22,C,17,0,146,56,9,2,2,13,16,29,0,0
21,PG,80,54,2406,265,446,102,8,182,181,948,0,0
22,PG,78,75,2832,267,545,118,10,230,180,1093,0,0
23,PG,79,79,2972,236,583,96,12,213,184,1140,0,0
24,PG,82,81,3086,310,553,126,30,228,191,1162,0,0
25,PG,80,80,2643,288,446,123,22,168,172,968,0,0
26,"PG,SG",75,54,2737,269,625,125,11,221,150,1164,1,0
26,PG,54,54,2074,194,488,97,11,176,113,923,1,0
26,SG,21,0,663,75,137,28,0,45,37,241,0,0
27,PG,60,56,1906,149,390,78,10,170,122,684,0,0
28,PG,68,68,2313,194,372,94,14,155,130,948,0,0
29,PG,65,65,2017,197,365,78,27,129,157,630,0,0
30,PG,29,3,281,26,41,11,4,18,17,108,0,0
31,PG,80,31,2192,258,284,68,15,121,141,763,1,0
32,PG,80,11,1700,218,191,66,22,83,125,538,0,0
33,PG,82,2,1365,156,203,49,16,76,91,565,0,0
34,PG,33,0,379,34,52,10,6,14,29,142,0,0
23,PG,46,29,1197,111,172,42,9,70,90,462,0,0
23,PG,10,0,151,12,17,2,2,14,11,54,0,0
23,PG,36,29,1046,99,155,40,7,56,79,408,0,0
24,SG,82,21,2282,249,201,64,9,78,153,838,0,0
